object_id,period,dimensions,classification,curatorial_description,num_images,all_image_urls,map_url
41756,Qing dynasty (1644–1911),H. 2 1/2 in. (6.4 cm); W. 1 13/16 in. (4.6 cm); D. 1 in. (2.5 cm),Snuff Bottles,Snuff bottle Qing dynasty (1644–1911) 18th–19th century China Glass H. 2 1/2 in. (6.4 cm); W. 1 13/16 in. (4.6 cm); D. 1 in. (2.5 cm) Snuff Bottles...,0,,
41471,Ming dynasty (1368–1644),Image: 58 1/8 x 21 1/2 in. (147.6 x 54.6 cm) | Overall with mounting: 106 1/4 x 27 1/2 in. (269.9 x 69.9 cm) | Overall with knobs: 106 1/4 x 30 in. (269.9 x 76.2 cm),Paintings,"Lü Ji, a professional painter from Zhejiang Province, worked in the Southern Song (1127–1279) ink-wash style, which had remained popular in that region...",0,,
41879,Qing dynasty (1644–1911),H. 3 1/8 in. (7.9 cm); W. (rim) 6 1/4 in. (15.9 cm); D. 3 1/2 in. (8.9 cm),Horn,"By the early thirteenth century a historical group of eight figures—seven male, and one female—had become symbolic of the attainment of immortality, one...",0,,
41637,Qing dynasty (1644–1911),H. 3 in. (7.6 cm),Snuff Bottles,Snuff bottle in the shape of an ear of corn Qing dynasty (1644–1911) late 18th–19th century China Porcelain with yellow glaze (Jingdezhen ware) and...,0,,
41917,"Qing dynasty (1644–1911), Qianlong period (1736–95)",H. 11 15/16 in. (30.4 cm); W. 6 1/8 in. (15.5 cm); D. 4 3/4 in. (12 cm),Jade,"This pair of figures (with 2015.500.1.12) depicts two young attendants holding large serving bowls. Their unusually large earlobes, quiet expressions...",0,,
42126,Qing dynasty (1644–1911),H. 3 3/4 in. (9.6 cm); W. 2 5/16 in. (5.9 cm),Jade,"The shape, raised ridges, and incised decoration on the surface of this vase derive from bronze beakers produced during the Shang dynasty (ca.1600–1046...",0,,
42321,Qing dynasty (1644–1911),Diam. 8 1/4 in. (21 cm),Ceramics,Plate with a drunken scholar and an attendant Qing dynasty (1644–1911) 18th century China Porcelain painted with overglaze polychrome enamels...,0,,
42135,Qing dynasty (1644–1911),H. 5 11/16 in. (14.5 cm); W. 4 5/16 in. (10.9 cm); D. 1 11/16 in. (4.3 cm),Jade,Brush washer Qing dynasty (1644–1911) 18th century China Jade (nephrite) H. 5 11/16 in. (14.5 cm); W. 4 5/16 in. (10.9 cm); D. 1 11/16 in. (4.3 cm) Jade...,0,,
42137,Qing dynasty (1644–1911),H. 2 in. (5.1 cm); W. 3 1/4 in. (8.3 cm),Jade,Fantastic animal carrying books Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 2 in. (5.1 cm); W. 3 1/4 in. (8.3 cm)...,0,,
42139,Qing dynasty (1644–1911),H. 1 5/8 in. (4.1 cm); W. 2 3/4 in. (7 cm),Jade,Brush washer in the shape of a plum blossom Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 1 5/8 in. (4.1 cm); W. 2 3/4...,0,,
42323,Qing dynasty (1644–1911),H. 3 3/4 in. (9.5 cm),Ceramics,"Marking: Incised on a five-petaled patch in the center of the base are the inscriptions &quot;Yu zhao ge&quot;, apparently a hallmark, and &quot;Da bin&quot; which is generally taken to be the mark of the potter Shi Dabin, who is recorded as having flourished between 1620 and 1640",0,,
42324,Qing dynasty (1644–1911),H. 10 1/8 in. (25.7 cm),Ceramics,Both the shape and decoration of this vase derive from archaic ritual bronzes of the Shang dynasty (ca. 1600–1046 B.C.). Unlike porcelain pieces...,0,,
42331,"Eastern Zhou dynasty, Warring States period (475–221 BCE)",H. 7 1/4 in. (18.4 cm); Diam. 10 in. (25.4 cm),Ceramics,"This type of high-fired, hard-bodied pottery was produced mostly in regions along the Yangzi River and its tributaries in southern and southeastern China.",0,,
42334,Eastern Jin dynasty (317–420),Diam. (with handle): 8 3/4 in. (22.2 cm); Diam. (without handle): 7 3/4 in. (19.7 cm),Ceramics,Handled Bowl Eastern Jin dynasty (317–420) China Earthenware with green glaze Diam. (with handle): 8 3/4 in. (22.2 cm); Diam. (without handle): 7 3/4...,0,,
42335,Western Jin dynasty (265–316),L. 5 in. (12.7 cm),Ceramics,Candle Stand in the Shape of a Fantastic Animal Western Jin dynasty (265–316) China Stoneware with green glaze L. 5 in. (12.7 cm) Ceramics Gift of Mr....,0,,
42340,"Ming dynasty (1368–1644), Chongzhen period (1628–44)",H. 7 7/8 in. (20 cm); Diam. 8 in. (20.3 cm),Ceramics,The widespread literacy that marked the late sixteenth century and the concurrent flowering of woodblock-printed books had a significant impact on...,0,,
42347,Muromachi period (1392–1573),60 7/8 x 23 1/4 in. (154.6 x 59.1 cm) | Entire scroll: 93 3/4 x 29 3/8 in. (238.1 x 74.6 cm) | Width w/ rollers: 31 3/4 in (80.6 cm),Paintings,"A celebration of emotional responses to nature’s changing moods, the “Eight Views” theme first developed in Chinese poetry and painting of the eleventh...",0,,
42361,Eastern Han dynasty (25–220),H. 10 1/2 in. (26.7 cm); W. 4 1/2 in. (11.4 cm); L. 9 1/2 in. (24.1 cm),Ceramics,"This glazed pottery figure depicts a dog with a menacing look, marked by its raised ears, staring eyes, and tightly clenched jaws. Its studded collar, a...",0,,
42378,Tang dynasty (618–907),H. 24.9 cm (9 3/4 in.),Ceramics,Covered jar Tang dynasty (618–907) ca. late 7th–first half of the 8th century China Earthenware with three-color (sancai) glaze H. 24.9 cm (9 3/4 in.)...,0,,
42379,Tang dynasty (618–907),H. 17 1/2 in. (44.5 cm),Tomb Pottery,Horse and female rider Tang dynasty (618–907) late 7th–first half of the 8th century China Earthenware with three-color (sancai) glaze and pigment H. 17...,0,,
42383,Tang dynasty (618–907),H. 24 1/4 in (61.6 cm): W. 8 in/ (20.3 cm); D. 7 1/2 in. (19.1 cm),Tomb Pottery,"This Central Asian groom&#x27;s attire, consisting of a short coat with wide lapels and trousers tucked into knee-high boots, originated in Western Asia.",0,,
42403,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. 18 in. (45.7 cm),Ceramics,The shape of this vase ultimately derives from archaic vessels used to serve and store wines. The decoration of flowers and birds is ubiquitous in...,0,,
42416,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",H. 3 in. (7.6 cm); Gr. Diam. 3 1/8 in. (7.9 cm),Ceramics,"Water jar with clouds Qing dynasty (1644–1911), Kangxi mark and period (1662–1722) China Porcelain with raised decoration under celadon glaze...",0,,
42447,Southern Song dynasty (1127–1279),H. 6 3/4 in. (17.1 cm),Ceramics,"Vases of this type were especially popular in Japan, where they were sometimes used in the tea ceremony. The vase’s form, known as a mallet shape, can...",0,,
42461,Northern Song dynasty (960–1127),H. 4 1/2 in. (11.5 cm); Diam. 9 3/4 in. (24.8 cm),Ceramics,"The lively lotuses, leaves, and stems that fill the interior of this basin were carved and incised by hand prior to the glazing and firing of the basin....",0,,
42462,Jin dynasty (1115–1234),H. 1 in. (2.5 cm); Diam. 8 3/8 in. (21.3 cm); Diam. of foot 5 3/8 in. (13.7 cm),Ceramics,Ding ware porcelain is cherished for its unctuous white glaze and fine patterns created either from freehand carving or mold impression. The latter...,0,,
42480,Southern Song dynasty (1127–1279),H. inc. cover: 10 in. (25.4 cm),Ceramics,Covered jar Southern Song dynasty (1127–1279) 12th–13th century China Porcelaneous ware with carved and full-relief decoration under celadon glaze...,0,,
42482,Southern Song dynasty (1127–1279),H. 4 3/8 in. (11.1 cm); L. 9 in. (22.9 cm),Ceramics,The making of ceramic pillows is one of the more interesting results of the dramatic increase in the use of ceramic goods in China from the ninth to the...,0,,
42484,Yuan dynasty (1271–1368),H. 8 3/4 in. (22.2 cm),Ceramics,Incense Burner in Shape of Lion (one of a pair) Yuan dynasty (1271–1368) early 14th century China Porcelain with brown and raised decoration under...,0,,
42489,Muromachi period (1392–1573),60 7/8 x 23 1/4 in. (154.6 x 59.1 cm) | Entire scroll: 93 3/4 x 29 3/8 in. (238.1 x 74.6 cm) | Width w/ rollers: 31 3/4 in. (80.6 cm),Paintings,"A celebration of emotional responses to nature’s changing moods, the “Eight Views” theme first developed in Chinese poetry and painting of the eleventh...",0,,
42493,Muromachi period (1392–1573),60 7/8 x 23 1/4 in. (154.6 x 59.1 cm) | Entire scroll: 93 3/4 x 29 3/8 in. (238.1 x 74.6 cm) | Width w/ rollers: 31 3/4 in. (80.6 cm),Paintings,"A celebration of emotional responses to nature’s changing moods, the “Eight Views” theme first developed in Chinese poetry and painting of the eleventh...",0,,
42494,Yuan dynasty (1271–1368),H. 4 5/8 in. (11.7 cm); Diam. 6 1/16 in. (15.4 cm),Ceramics,"Inspired by Islamic aesthetics, blue-and-white porcelain expanded the color range of Chinese ceramics. According to some textual records, such porcelain...",0,,
42495,Yuan dynasty (1271–1368),H. 2 5/8 in. (6.7 cm); Diam. 16 in. (40.6 cm),Ceramics,"At the center of this plate is a scene of leafy plants, rocks, and melons surrounded by a ring of lotus scrolls. Such a vibrant and ordered composition...",0,,
42497,"Ming dynasty (1368–1644), Xuande mark and period (1426–35)",Diam. 8 1/8 in. (20.6 cm),Ceramics,"Dish with dragon amid waves Ming dynasty (1368–1644), Xuande mark and period (1426–35) China Porcelain painted with cobalt blue under transparent glaze...",0,,
42498,Ming dynasty (1368–1644),H. 8 in. (20.3 cm); W. at spout 8 in. (20.3 cm); Diam. of foot 3 in. (7.6 cm),Ceramics,"The form of this ewer comes from Tibetan metalwork; because the top reminded Chinese patrons of the hats worn by Tibetan monks, it was given the name...",0,,
42505,Ming dynasty (1368–1644),H. 12 1/4 in. (31.1 cm),Ceramics,Both the shape of the flask and the stylized medallion painted on the front and back derive from Islamic traditions and reflect the strong ties between...,0,,
42509,"Ming dynasty (1368–1644), Chenghua period (1465–87)",H. 1 3/4 in. (4.4 cm); Diam. 8 1/2 in. (21.6 cm); Diam. of foot 5 in. (12.7 cm),Ceramics,"Suggestive of an evening in early spring, and a subject of Chinese poetry, the theme of a flowering plum under a crescent moon first appears in Chinese...",0,,
42513,"Ming dynasty (1368–1644), Chenghua period (1465–87)",H. 4 1/4 in. (10.8 cm); Diam. 6 1/8 in. (15.6 cm); Diam. of foot 1 3/4 in. (4.4 cm),Ceramics,"Sir Frank Swettenham British, London; W. W. Winkworth BritishLondon and Isle of Wight (by 1953); Mr. and Mrs. Walter C. Sedgwick , Woodside, Calif.; Alan and Simone Hartman , New York (by 1984; donated to MMA)",0,,
42525,"Ming dynasty (1368–1644), Zhengde mark and period (1506–21)",H. 4 in. (10.2 cm); Diam. 6 1/8 in. (15.6 cm),Ceramics,"Bowl with Dragons Ming dynasty (1368–1644), Zhengde mark and period (1506–21) early 16th century China Porcelain painted with cobalt blue under...",0,,
42529,"Ming dynasty (1368–1644), Zhengde mark and period (1506–21)",H. 3 1/2 in. (8.9 cm); Diam. 8 1/8 in. (20.6 cm),Ceramics,"Bowl with Lotuses Ming dynasty (1368–1644), Zhengde mark and period (1506–21) early 16th century China Porcelain painted with cobalt blue under...",0,,
42531,"Ming dynasty (1368–1644), Jiajing mark and period (1522–66)",H. 18 in. (45.7 cm); Diam. 9 3/4 in. (24.8 cm),Ceramics,"Emblems of longevity, the deer and the crane are combined here with the Three Friends of Winter, the plum, bamboo, and pine, symbolic of endurance and...",0,,
42533,"Ming dynasty (1368–1644), Jiajing mark and period (1522–66)",H. 4 in. (10.2 cm); Diam.15 1/2 in. (39.4 cm),Ceramics,"The small figures and their attendants shown walking in a procession on the cover depict the Eight Daoist Immortals, a quasi-historical group that...",0,,
42536,"Ming dynasty (1368–1644), Wanli mark and period (1573–1620)",H. 1 1/4 in. (3.2 cm); Diam. 6 in. (15.2 cm); Diam. of foot 3 1/4 in. (8.3 cm),Ceramics,"Dish with Peony Scroll Ming dynasty (1368–1644), Wanli mark and period (1573–1620) late 16th–early 17th century China Porcelain painted with cobalt blue...",0,,
42539,"Ming dynasty (1644–1368), probably Jiajing period (1522–66)",Diam. 12 in. (30.5 cm),Ceramics,"Dish with Phoenixes and Dragons Ming dynasty (1644–1368), probably Jiajing period (1522–66) 16th century China Porcelain painted with colored enamels...",0,,
42542,"Ming dynasty (1368–1644), Wanli mark and period (1573–1620)",W. 6 in. (15.2 cm),Ceramics,"The four characters on the cover read tianxia taiping, or “all is well under heaven,” a common wish often written on porcelains in the late sixteenth...",0,,
42543,"Ming dynasty (1368–1644), Wanli mark and period (1573–1620)",H. 2 3/4 in. (7 cm); Diam. 14 3/4 in. (37.5 cm); Diam. of rim 14 7/8 in. (37.8 cm); Diam. of foot 9 5/8 in. (24.4 cm),Ceramics,"The five-clawed dragon, a symbol of the emperor, is paired here with the phoenix, often associated with the empress.",0,,
42547,Ming dynasty (1368–1644),H. 11 3/4 in. (29.8 cm); W. 7 1/2 (19 cm); D. 5 1/2 in. (14 cm),Ceramics,"Chinese white porcelain reached another summit during the seventeenth century in Dehua, a hilly region in the southeast coastal province of Fujian. The...",0,,
42550,"Ming dynasty (1368–1644), Jiajing mark and period (1522–66)",H. 7 5/8 in. (19.4 cm),Ceramics,"Vase Ming dynasty (1368–1644), Jiajing mark and period (1522–66) China Porcelain painted in underglaze blue and overglaze yellow and red enamels H. 7...",0,,
42552,"Ming dynasty (1368–1644), Jiajing mark and period (1522–66)",H. 2 7/8 in. (7.3 cm); Diam. 6 3/8 in. (16.2 cm),Ceramics,"Bowl Ming dynasty (1368–1644), Jiajing mark and period (1522–66) mid-16th century China Porcelain with yellow glaze (Jingdezhen ware) H. 2 7/8 in. (7.3...",0,,
42554,Six Dynasties (220–589),H. 21 1/2 in. (54.6 cm); W. 18 in. (45.7 cm); L. 18 1/2 in. (47 cm),Sculpture,"Chimera Six Dynasties (220–589) 5th century China Stone H. 21 1/2 in. (54.6 cm); W. 18 in. (45.7 cm); L. 18 1/2 in. (47 cm) Sculpture Fletcher Fund,...",0,,
42555,Six Dynasties (220–589),H. 21 1/2 in. (54.6 cm); W. 17 7/8 in. (45.4 cm); L. 18 1/2 in. (47 cm),Sculpture,"Chimera Six Dynasties (220–589) 5th century China Stone H. 21 1/2 in. (54.6 cm); W. 17 7/8 in. (45.4 cm); L. 18 1/2 in. (47 cm) Sculpture Fletcher Fund,...",0,,
42572,Edo period (1615–1868),H. (cup): 1 1/2 in. (3.8 cm); Diam. (cup): 3 in. (7.6 cm); Diam. (saucer): 4 5/8 in. (11.7 cm),Metalwork,Tea Cup and Saucer Edo period (1615–1868) dated 1731 Japan Shakudo (copper alloy) and gold H. (cup): 1 1/2 in. (3.8 cm); Diam. (cup): 3 in. (7.6 cm);...,0,,
42641,pre-Angkor period,H. 30 1/2  in. (77.5 cm),Sculpture,"[ Alain Duchauffour , Sevres, France, before approx. 1989–1999 ]; [ Spink &amp; Son Ltd., London , in approx. 1989 ]; [ Peter Marks Gallery , New York, in 1992 ]; [ Shirley Day Gallery, London, 1992–1993 ]; [ Alain Duchauffour , Sevres, France, sold to MMA ]",0,,
42695,Tang dynasty (618–907),"Overall (a): H. 22 13/16 in. (58 cm); W. 23 1/4 in. (59 cm); D. 4 15/16 in. (12.5 cm) | Overall (b, cover): H. 22 1/16 in. (56 cm); W. 22 1/16 in. (56 cm); D. 5 1/8 in. (13 cm)",Sculpture,Epitaph with Cover for Master Xu Tang dynasty (618–907) dated 689 China Limestone Overall (a): H. 22 13/16 in. (58 cm); W. 23 1/4 in. (59 cm); D. 4...,0,,
42700,Northern Qi dynasty (550–577),H. 15 in. (38.1 cm); W. 11 1/4 in. (28.6 cm); D. 8 1/4 in. (21 cm),Sculpture,Both the Eastern Wei (535–50) and the Northern Qi dynasties were ruled from a capital at Ye (presentday Linzhang) in southern Hebei province; both...,0,,
42704,Northern Qi dynasty (550–577),H. 15 1/2 in. (39.4 cm); W. 10 in. (25.4 cm); D. 12 in. (30.5 cm),Sculpture,Head of a Buddha Northern Qi dynasty (550–577) ca. 565–75 China (Southern Xiangtangshan) Limestone with pigment H. 15 1/2 in. (39.4 cm); W. 10 in. (25.4...,0,,
42705,Northern Qi dynasty (550–577),H. 95 in. (241.3 cm); W. (one face) 67 1/2 in. (171.5 cm),Sculpture,"The construction of small, square, pagoda-like shrines appears to have begun in China during the Northern Qi period, and flourished through the Tang...",0,,
42707,Northern Wei dynasty (386–534),H. 82 in. (208.3 cm); W. 12 ft. 11 in. (393.7 cm),Sculpture,"Together with a companion piece showing an empress and her attendants (now in the Nelson-Atkins Museum of Art, Kansas City), this depiction of an...",0,,
42709,Eastern Wei dynasty (534–550),H. 31 1/2 in. (80 cm); W. 10 1/2 in. (26.7 cm); D. 7 3/4 in. (19.7 cm); Diam. (base): 11 1/2 in. (29.2 cm),Sculpture,Buddha Eastern Wei dynasty (534–550) mid-6th century China Limestone with traces of pigment H. 31 1/2 in. (80 cm); W. 10 1/2 in. (26.7 cm); D. 7 3/4 in....,0,,
42711,Northern Wei dynasty (386–534),H. 57 1/2 in. (146.1 cm),Sculpture,"This statue is most likely the Bodhisattva Maitreya. The closest examples are the Maitreya statues in Caves 5 and 25 (?) at Yungang, Shanxi Province. An...",0,,
42712,Northern Wei period (386–534),H. 51 in. (129.5 cm); W. 22 7/8 in. (58.1 cm); D. 18 in. (45.7 cm),Sculpture,"Yungang Caves, Datong, Shanxi Province 山西大同雲岡石窟
This statue is most likely the Bodhisattva Maitreya. The closest examples are the Maitreya statues in Caves 5 and 25 (?) at Yungang, Shanxi Province",0,,
42718,Northern Qi dynasty (550–577),H. 13 ft. 9 in. (419.1 cm); H. with base 14 ft. 9 in. (449.6 cm),Sculpture,Large-scale figures of bodhisattvas wearing sumptuous jewelry epitomize stylistic and iconographic innovations in Chinese sculpture from the second half...,0,,
42719,Northern Wei dynasty (386–534),H. 127 in. (322.6 cm); W. 75 in. (190.5 cm); D. 28 in. (71.1 cm); H. with base: 137 in. (348 cm),Sculpture,"The inscription on the back of this stele identifies the large Buddha depicted on the front as Dipankara, who is said to have lived before the...",0,,
42720,Northern Song dynasty (960–1127),H. 35 in. (88.9 cm); W.  22 1/2 in. (57.2 cm); D. 20 1/2 in. (52.1 cm) | ,Sculpture,"This sculpture is a rare representation of Sengqie (ca. 660–710), a monk from central Asia who founded a temple in Sizhou (modern Si County, Anhui...",0,,
42722,Liao dynasty (907–1125),H. (figure) 50 in. (127 cm); H. (with base) 92 in. (233.7 cm); W. 41 in. (104.1 cm); D. 38 in. (96.5 cm),Sculpture,Arhat (Luohan) Liao dynasty (907–1125) ca. 1000 China Stoneware with three-color glaze H. (figure) 50 in. (127 cm); H. (with base) 92 in. (233.7 cm); W....,0,,
42724,Northern Song dynasty (960–1127),H. 43 in. (109.2 cm); W. 23 in. (58.4 cm),Sculpture,"The scroll held in the bodhisattva’s right hand identifies the figure as Manjushri, the personification of spiritual wisdom, who is generally shown...",0,,
42725,possibly Northern Song dynasty (960–1127),H. 37 in. (94 cm); W. 24 in. (61 cm); D. 18 in. (45.7 cm),Sculpture,It is rare to find a sculpture of Avalokiteshvara seated with his legs folded as if in meditation. He is most often shown standing or seated with one...,0,,
42732,Ming dynasty (1368–1644),H. 27 1/2 in. (69.9 cm); W. 12 in. (30.5 cm); D. 10 in. (25.4 cm),Sculpture,"Sculptures of a standing boy holding his hands in a reverent gesture often represent Sudhana, a young pilgrim who traveled throughout South and...",0,,
42734,Ming dynasty (1368–1644),H. 34 in. (86.4 cm); W. 54 1/4 in. (137.8 cm); D. 17 1/2 (44.5 cm),Furniture,"This elegantly simple table would have been used to hold books, small objects, or the Chinese zither (qin). Its rectilinear design and butterfly-corner...",0,,
42735,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 34 7/8 in. (88.6 cm); W. 21 3/4 in. (55.2 cm); L. 124 in. (315 cm),Furniture,This table was probably used as an altar along with a complement of ritual vessels for performing the prescribed ancestral memorials. The slightly...,0,,
42736,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 30 in. (76.2 cm); W. 73 in. (185.4 cm); D. 21 1/8 in. (53.7 cm),Furniture,This coffer originally served as an ancestral altar. The undivided compartment beneath the three drawers provided storage space for hanging scrolls and...,0,,
35994,Ming dynasty (1368–1644),6 1/2 x 19 1/2 in. (16.5 x 49.5 cm),Paintings,Inscription: Artist’s inscription and signature (2 columns in semi-cursive script) Painted in the spring of the guiwei year (1643). [Signed] Qi Zhijia癸未春日寫。祁豸佳Artist’s seal Qi Zhijia yin 祁豸佳印 (intaglio),0,,
36039,Ming dynasty (1368–1644),Image: 10 1/8 x 9 in. (25.7 x 22.9 cm),Paintings,"Since the Han dynasty (206 B.C.–A.D. 220), fine horses have symbolized military power and imperial authority in China. For this reason, powerful steeds...",0,,
36044,Qing dynasty (1644–1911),H. 3 3/8 in. (8.6 cm); W. 7 5/8 in. (19.4 cm),Jade,Small jade or metal figures of recumbent horses like this one were popular adornments for scholars’ desks. The statues’ flat bases allowed them to serve...,0,,
36444,"Eastern Zhou dynasty, Warring States period (475–221 BCE)",H. 11 3/4 in. (29.8 cm),Metalwork,"Wine Container (Bianhu) Eastern Zhou dynasty, Warring States period (475–221 BCE) 4th–3rd century BCE China Bronze inlaid with copper H. 11 3/4 in....",0,,
36113,Edo period (1615–1868),Image: 22 11/16 x 8 5/8 in. (57.7 x 21.9 cm) | Overall: 51 1/2 x 14in. (130.8 x 35.6 cm),Paintings,"In the Yoshiwara pleasure quarter of the metropolis of Edo, it was customary for courtesans to wear white robes on the first day of the eighth month of...",0,,
36115,Edo period (1615–1868),Image: 17 15/16 x 8 1/4 in. (45.5 x 21 cm) | Overall: 50 3/8 x 11 1/4in. (128 x 28.6 cm),Paintings,"According to the inscriptions on the back of this print, the ceramic knobs of the scroll’s roller were produced by the famed mingei (folk craft) potter...",0,,
37749,Bronze and Iron Age period,H. 13 3/8 in. (34.0 cm),Metalwork,"Hafted Ax Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Sulawesi) Bronze H. 13 3/8 in. (34.0 cm) Metalwork Samuel Eilenberg Collection,...",0,,
37756,Late period,H. 8 7/8 in. (22.5 cm),Metalwork,The flowing spiral covering the surface of this elegant container are among the most prevalent of the geometric motifs that decorate bronze ritual and...,0,,
37758,Viet-Han period,H. 4 15/16 in. (12.5 cm); W. 2 1/8 in. (5.4 cm),Metalwork,Baton Handle or Penis Sheath (?) Viet-Han period 1st–3rd century Vietnam Bronze H. 4 15/16 in. (12.5 cm); W. 2 1/8 in. (5.4 cm) Metalwork Samuel...,0,,
37766,"Bronze and Iron Age period, Dongson culture",Diam. 27 23/32  in. (70.5 cm),Metalwork,"Dongson kettledrums of this type must have been widely traded in antiquity, as many have been found in Indonesia.",0,,
37463,,Diam. 4 3/4  in. (12.1 cm),Ceramics,Covered Box with Design of Four Birds 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze...,0,,
37464,,Diam. 4 13/16  in. (12.2 cm),Ceramics,Covered Box 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze decoration Diam. 4 13/16...,0,,
37471,,H. 2 3/16 in. (5.5 cm),Ceramics,Hexagonal Faceted Covered Box 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze...,0,,
37475,,H. 8 3/4 in. (22.3 cm),Ceramics,Covered Jar with Four Lugs 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze decoration...,0,,
37490,,Diam. 6 in. (15.3 cm),Ceramics,Covered Box 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze decoration Diam. 6 in....,0,,
37491,,Diam. 6 15/16 in. (17.7 cm),Ceramics,Large Covered Box 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze decoration Diam. 6...,0,,
37498,,H. 4 3/4 in. (12 cm),Ceramics,Kendi (Drinking Vessel) 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze decoration H. 4...,0,,
37499,,H. 5 1/4 in. (13.5 cm),Ceramics,Vessel in the form of an Elephant with Rider 14th–mid-16th century Thailand Earthenware with underglaze iron-brown decoration (Sawankhalok ware) H. 5...,0,,
37511,,H. 4 1/2in. (11.5 cm),Ceramics,Kendi in the Form of a Hamsa (Gander) 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware with cream white glaze and iron-brown underglaze...,0,,
37819,,Image: 50 1/4 x 33 1/4 in. (127.6 x 84.5 cm) | Overall: 77 3/8 × 33 1/4 in. (196.5 × 84.5 cm),Paintings,"This dancing goddess is perhaps intended to represent a dakini, considered a perfected female being. She honors the Buddhist wheel of wisdom...",0,,
37834,,Image: 33 15/16 x 20 1/4 in. (86.2 x 51.4 cm) | Framed: 51 1/2 × 29 1/2 × 1 1/8 in. (130.8 × 74.9 × 2.9 cm),Paintings,"The wrathful Vajrabhairava presides over the highest class of tantric practice in Tibetan Buddhism: the Great Tantras, a form of meditation that alludes...",0,,
37248,Edo period (1615–1868),Overall: 8 3/4 x 13 3/4in. (22.2 x 34.9cm),Prints,"The highway called the Tokaido stretched about 290 miles from Nihonbashi in the center of Edo to the Great Sanjo Bridge in Kyoto, a journey of ten days...",0,,
37404,Early period,H. 13 5/16 in. (33.8 cm); Diam. 18 3/8 in. (46.7 cm),Ceramics,"Ban Chiang on the Khorat Plateau in northwest Thailand, one of the most famous archaeological sites in the country, is noted for the production of a...",0,,
37407,Middle period,H. 9 1/2 (24.1 cm); W. 6 7/8 in. (17.4 cm),Ceramics,"This elegant stem cup was assembled in two pieces: a short bulbous cup with a full rim, and a longer handle or &quot;stem&quot; with a splayed foot. Geometric...",0,,
37408,Middle period,H. 10 7/8 in. (27.6 cm),Ceramics,"Ceramics with painted rather than impressed or incised designs date to the final phase of the Ban Chiang culture. This solid, full-bodied jar has a...",0,,
37414,Central Javanese period,H. 2 in. (5 cm),Sculpture,Seated Bodhisattva Vajrapani (?) Central Javanese period 9th–10th century Indonesia (Java) Silver H. 2 in. (5 cm) Sculpture Gift of John and Evelyn...,0,,
37415,Eastern Javanese period,H. 6 1/2 in. (16.5 cm),Sculpture,"According to certain traditional programs of Esoteric Buddhist iconography, Mahabala, similar to Yamantaka, is the conqueror of the lord of death and,...",0,,
37437,Angkor period,H. 3 3/8 in. (8.5 cm); Diam. 3 1/2 in. (8.9 cm),Ceramics,Lime Pot with Chicken Head and Tail Angkor period late 11th century Thailand Stoneware (Khmer ware) H. 3 3/8 in. (8.5 cm); Diam. 3 1/2 in. (8.9 cm)...,0,,
37441,Angkor period,H. 4 7/8 in. (12.4 cm); Diam. 5 1/2 in. (14 cm),Ceramics,Lime Pot in the Form of an Elephant Angkor period late 11th–12th century Thailand (Buriram Province) Stoneware H. 4 7/8 in. (12.4 cm); Diam. 5 1/2 in....,0,,
37442,Angkor period,H. 3 5/16 in. (8.4 cm); Diam. 4 3/4 in. (12 cm),Ceramics,Covered Jar Angkor period late 11th–12th century Thailand Stoneware H. 3 5/16 in. (8.4 cm); Diam. 4 3/4 in. (12 cm) Ceramics Gift of Cynthia Hazen...,0,,
37443,Angkor period,H. 9 in. (22.9 cm),Ceramics,"Anthropomorphic Bottle in Human Form Angkor period 11th century Thailand Stoneware H. 9 in. (22.9 cm) Ceramics Purchase, Cynthia Hazen Polsky Gift, 1989...",0,,
37449,,H. 10 1/16 in. (25.5 cm); Diam. 7 1/2 in. (9 cm),Ceramics,"Footed Jar 11th–12th century Vietnam Stoneware H. 10 1/16 in. (25.5 cm); Diam. 7 1/2 in. (9 cm) Ceramics Purchase, Lita Annenberg Hazen Charitable Trust...",0,,
37540,,H. (with cover) 5 3/4 in. (14.5 cm); Diam. 4 7/8 in. (12.5 cm),Ceramics,"Jar with Cover 15th century Vietnam Porcelain H. (with cover) 5 3/4 in. (14.5 cm); Diam. 4 7/8 in. (12.5 cm) Ceramics Purchase, The B. D. G. Leviton...",0,,
